,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface
0,0,123.0,200000.0,good,3.0,2.0,installed,no,,3294,429.0,0,0,,house,house,1,350
1,3,255.0,698000.0,just renovated,4.0,4.0,installed,no,,2070,1210.0,0,0,,house,villa,0,0
2,4,234.0,499000.0,as new,,5.0,,,,8800,744.0,0,0,,house,villa,0,0
3,5,219.0,717000.0,as new,,4.0,,no,,8000,760.0,0,0,,house,house,0,0
4,6,156.0,429000.0,good,4.0,4.0,installed,no,,8800,419.0,0,0,,house,villa,1,90
5,7,140.0,279000.0,good,2.0,5.0,installed,,,9000,85.0,1,40,,house,house,0,0
6,8,256.0,210000.0,good,3.0,4.0,installed,no,,7080,201.0,0,0,,house,house,0,0
7,9,850.0,849000.0,good,2.0,9.0,,no,,3300,615.0,1,20,,house,mixed,0,0
8,10,161.0,295500.0,as new,,4.0,hyper equipped,no,,5590,533.0,0,0,,house,house,1,631
9,13,61.0,42000.0,to renovate,,1.0,,,,1460,194.0,0,0,,house,house,0,0
10,14,160.0,229000.0,good,2.0,3.0,installed,no,,6230,480.0,1,10,,house,house,1,400
11,15,140.0,104500.0,to renovate,2.0,3.0,,no,,4031,100.0,1,11,,house,house,1,31
12,16,176.0,425000.0,as new,4.0,3.0,hyper equipped,no,1.0,1400,735.0,1,40,,house,house,1,500
13,17,310.0,549000.0,as new,4.0,3.0,installed,no,1.0,2490,1389.0,0,0,,house,villa,0,0
14,18,120.0,745000.0,good,2.0,3.0,,no,,3000,60.0,1,12,,house,house,0,0
15,19,170.0,265000.0,good,3.0,3.0,semi equipped,no,,8580,742.0,0,0,,house,house,0,0
16,20,182.0,150000.0,to renovate,2.0,4.0,,,,6880,341.0,1,33,,house,town,1,190
19,23,140.0,369000.0,,2.0,3.0,,,,9120,388.0,0,0,,house,house,0,0
20,24,79.0,49000.0,to renovate,4.0,2.0,semi equipped,,,5640,220.0,1,8,,house,chalet,1,30
21,26,70.0,90000.0,,2.0,2.0,usa semi equipped,no,,7040,150.0,0,0,,house,house,1,60
22,27,229.0,350000.0,good,,3.0,installed,no,,1420,320.0,0,0,,house,house,0,0
25,30,191.0,445000.0,good,4.0,5.0,installed,no,,3140,2000.0,0,0,,house,house,1,1500
26,31,154.0,286500.0,good,3.0,3.0,installed,no,,8480,340.0,0,0,,house,house,0,0
27,32,112.0,313599.0,as new,,3.0,,no,,3370,143.0,1,16,,house,house,0,0
28,33,240.0,849000.0,as new,4.0,5.0,installed,no,,9880,15608.0,0,0,,house,house,0,0
29,34,175.0,376250.0,as new,3.0,3.0,installed,no,,4607,475.0,1,12,,house,house,0,0
30,36,100.0,240000.0,good,,2.0,installed,no,,6250,485.0,0,0,,house,villa,1,400
31,37,80.0,120000.0,good,3.0,2.0,usa installed,no,,7301,220.0,0,0,,house,house,0,0
32,39,440.0,1290000.0,as new,4.0,7.0,hyper equipped,,,1410,1600.0,1,100,True,house,house,0,0
33,40,537.0,1850000.0,good,4.0,5.0,hyper equipped,no,,1950,3225.0,1,40,,house,house,1,3000
34,41,189.0,724000.0,as new,4.0,4.0,,no,,9660,8487.0,0,0,,house,country,0,0
35,42,210.0,460000.0,as new,4.0,4.0,hyper equipped,no,,1390,879.0,1,30,,house,house,1,762
36,43,147.0,209000.0,good,,3.0,installed,no,,8800,354.0,0,0,,house,house,0,0
37,44,182.0,285000.0,good,2.0,3.0,installed,no,,3620,344.0,0,0,,house,house,0,0
39,46,142.0,318000.0,,4.0,3.0,installed,no,1.0,6534,807.0,1,40,,house,house,1,660
41,49,1600.0,5100000.0,as new,4.0,9.0,usa hyper equipped,no,,2950,6335.0,0,0,True,house,house,0,0
42,50,130.0,353000.0,good,3.0,3.0,installed,no,,2800,141.0,1,12,,house,house,0,0
44,52,129.0,175000.0,good,4.0,2.0,installed,no,,4500,120.0,1,12,,house,apartment,1,60
45,53,350.0,1950000.0,as new,2.0,4.0,usa hyper equipped,no,,1180,265.0,1,40,,house,house,1,30
46,54,175.0,299000.0,,,3.0,,,,8920,353.0,0,0,,house,house,0,0
47,55,154.0,314800.0,,3.0,3.0,,,,9990,630.0,0,0,,house,house,0,0
48,56,125.0,127500.0,as new,3.0,2.0,usa semi equipped,no,,7080,95.0,1,30,,house,house,0,0
50,58,200.0,495000.0,good,4.0,5.0,hyper equipped,no,,1480,1199.0,0,0,True,house,house,1,700
51,59,235.0,450000.0,as new,3.0,5.0,,no,,3210,594.0,1,25,,house,house,1,500
52,60,180.0,298000.0,,,5.0,,no,,7700,175.0,0,0,,house,apartment,0,0
53,61,215.0,319500.0,good,2.0,3.0,installed,no,,2880,250.0,1,12,,house,house,0,0
54,62,75.0,295000.0,as new,2.0,2.0,installed,no,,2830,155.0,0,0,,house,house,1,105
55,63,300.0,265000.0,to be done up,2.0,6.0,installed,yes,1.0,4000,200.0,0,0,,house,mansion,1,90
56,64,127.0,320000.0,,3.0,3.0,hyper equipped,,,8400,163.0,1,36,,house,villa,0,0
57,65,173.0,140000.0,,3.0,3.0,not installed,,,2360,409.0,0,0,,house,house,0,0
58,67,150.0,249000.0,good,4.0,3.0,installed,,,9260,1980.0,0,0,,house,chalet,0,0
59,68,430.0,995000.0,good,4.0,6.0,installed,no,,1780,1818.0,1,70,,house,villa,1,1350
60,69,150.0,325500.0,as new,2.0,3.0,installed,no,,2850,199.0,1,24,,house,house,1,80
61,70,148.0,149500.0,good,2.0,3.0,semi equipped,no,,4500,480.0,1,15,,house,house,1,430
62,71,166.0,205000.0,good,2.0,3.0,not installed,no,,2890,155.0,0,0,,house,house,1,82
63,72,1050.0,2450000.0,to renovate,4.0,10.0,hyper equipped,,,3090,3400.0,0,0,,house,mixed,0,0
64,73,149.0,309000.0,as new,2.0,2.0,usa semi equipped,no,,1140,50.0,1,45,True,house,house,0,0
66,75,105.0,430000.0,just renovated,,3.0,installed,,,3010,228.0,1,18,,house,house,0,0
67,76,175.0,630000.0,just renovated,4.0,2.0,installed,no,,9831,1073.0,0,0,,house,country,0,0
68,77,206.0,264500.0,,2.0,3.0,,no,,9550,214.0,1,21,,house,house,0,0
70,79,140.0,296000.0,,3.0,3.0,installed,no,,2450,218.0,1,15,,house,house,0,0
71,80,117.0,315000.0,good,3.0,2.0,semi equipped,,,1410,281.0,0,0,,house,house,0,0
73,82,625.0,695000.0,to be done up,,5.0,,,,9900,4143.0,0,0,,house,villa,0,0
74,83,191.0,425000.0,to be done up,4.0,4.0,installed,no,,1860,1630.0,1,40,,house,villa,1,1100
75,84,179.0,605000.0,,,3.0,,no,,9800,436.0,1,23,,house,house,1,222
79,88,167.0,375000.0,as new,,3.0,,,1.0,8553,1098.0,0,0,,house,house,0,0
80,89,120.0,150000.0,to be done up,2.0,2.0,,no,,1380,242.0,1,20,,house,house,0,0
81,90,130.0,225000.0,,3.0,3.0,not installed,no,,4520,410.0,0,0,,house,house,0,0
82,91,140.0,252000.0,as new,2.0,3.0,installed,no,,8810,100.0,0,0,,house,house,0,0
84,93,115.0,275000.0,good,4.0,1.0,installed,no,,1435,153.0,0,0,,house,apartment,0,0
85,94,100.0,179000.0,good,2.0,3.0,semi equipped,no,,4431,181.0,1,41,,house,house,0,0
86,95,113.0,195000.0,good,3.0,3.0,semi equipped,no,,7860,515.0,0,0,,house,house,0,0
87,96,199.0,40000.0,,4.0,3.0,installed,no,1.0,2990,515.0,0,0,,house,house,0,0
88,97,192.0,411417.0,,3.0,4.0,not installed,no,,6700,364.0,0,0,,house,house,0,0
89,98,112.0,364000.0,,3.0,3.0,,,,9960,376.0,0,0,,house,house,0,0
90,100,81.0,139000.0,to renovate,3.0,2.0,semi equipped,no,,4557,443.0,0,0,,house,country,1,350
91,101,155.0,155000.0,to renovate,3.0,3.0,semi equipped,no,,7880,320.0,0,0,,house,house,0,0
92,102,138.0,299000.0,good,2.0,3.0,installed,no,1.0,4122,333.0,1,25,,house,house,1,125
93,103,155.0,332100.0,,2.0,3.0,installed,no,,9120,265.0,0,0,,house,house,0,0
94,104,300.0,180000.0,to restore,3.0,6.0,not installed,no,,4540,456.0,0,0,,house,apartment,1,283
95,105,395.0,560000.0,good,4.0,4.0,hyper equipped,no,,9500,1775.0,1,21,,house,house,0,0
97,107,130.0,159500.0,good,2.0,3.0,installed,no,,4020,50.0,0,0,,house,house,0,0
98,108,180.0,235000.0,as new,2.0,4.0,,,,1480,524.0,1,25,,house,villa,1,424
99,109,290.0,360000.0,,,5.0,semi equipped,no,,7863,1253.0,0,0,,house,mixed,0,0
101,112,186.0,400561.0,as new,3.0,3.0,,no,,9860,282.0,0,0,,house,house,1,183
102,113,150.0,315000.0,as new,3.0,3.0,installed,no,,9600,459.0,0,0,,house,house,0,0
104,115,126.0,281260.0,,3.0,3.0,,no,,8460,330.0,0,0,,house,house,0,0
105,117,225.0,795000.0,as new,4.0,3.0,usa hyper equipped,no,,1325,3630.0,0,0,,house,exceptiona,1,3630
106,118,129.0,238000.0,,,4.0,,,,8800,137.0,0,0,,house,house,0,0
107,120,214.0,285000.0,as new,,3.0,,,,9940,577.0,0,0,,house,house,0,0
111,124,85.0,180000.0,to renovate,2.0,2.0,not installed,,,1300,130.0,0,0,,house,house,0,0
112,126,380.0,445000.0,,3.0,7.0,,no,,6690,2338.0,0,0,,house,apartment,0,0
113,127,236.0,295000.0,to be done up,4.0,5.0,usa semi equipped,no,,4690,1250.0,1,31,,house,bungalow,1,1000
114,128,600.0,2950000.0,as new,4.0,5.0,installed,no,1.0,1640,2105.0,0,0,True,house,villa,0,0
115,129,104.0,329000.0,,3.0,3.0,,,,9660,441.0,1,22,,house,house,0,0
117,131,285.0,349000.0,good,3.0,3.0,hyper equipped,,,9340,125.0,1,35,,house,house,0,0
118,132,217.0,595000.0,as new,4.0,3.0,installed,,1.0,1700,810.0,0,0,,house,house,0,0
119,133,180.0,382227.0,,3.0,3.0,,,,8530,435.0,1,29,,house,house,0,0
120,134,150.0,249000.0,to be done up,3.0,3.0,installed,no,1.0,9800,477.0,1,54,,house,house,1,160
121,135,210.0,398000.0,to be done up,2.0,4.0,installed,yes,,9000,135.0,1,20,,house,house,1,40
123,137,115.0,119500.0,good,3.0,2.0,installed,no,,7012,190.0,0,0,,house,house,0,0
125,139,175.0,389000.0,as new,3.0,4.0,hyper equipped,no,,2460,330.0,1,6,,house,house,1,160
126,140,375.0,850000.0,good,4.0,4.0,hyper equipped,no,1.0,1370,7474.0,1,30,,house,house,1,7474
128,142,172.0,337506.0,,3.0,3.0,,no,,8930,603.0,0,0,,house,house,0,0
129,143,158.0,309000.0,as new,3.0,3.0,usa hyper equipped,no,,1360,250.0,0,0,,house,house,0,0
130,144,380.0,1350000.0,as new,2.0,7.0,installed,no,,1000,190.0,1,5,,house,apartment,1,90
131,145,153.0,350000.0,good,4.0,4.0,installed,no,1.0,1457,732.0,0,0,,house,house,0,0
132,146,114.0,247964.0,,3.0,3.0,,no,,8790,346.0,0,0,,house,house,0,0
133,147,127.0,284000.0,,2.0,3.0,semi equipped,no,,3620,128.0,1,15,,house,house,1,64
134,149,175.0,379500.0,,3.0,4.0,hyper equipped,no,,8500,334.0,0,0,,house,house,1,122
135,150,190.0,365000.0,good,2.0,3.0,hyper equipped,,,3500,195.0,0,0,,house,mansion,0,0
136,151,140.0,299000.0,as new,3.0,3.0,,no,,4020,250.0,1,8,,house,house,0,0
139,154,395.0,425000.0,just renovated,4.0,5.0,hyper equipped,no,,2275,898.0,1,70,,house,house,0,0
140,155,115.0,240500.0,,2.0,3.0,,no,,7812,312.0,0,0,,house,house,0,0
144,159,311.0,1250000.0,,4.0,4.0,installed,no,,2630,3096.0,1,60,True,house,villa,1,2000
145,160,250.0,335000.0,good,2.0,3.0,,no,,8790,312.0,0,0,,house,house,0,0
147,162,156.0,110000.0,to renovate,3.0,3.0,not installed,no,,7822,400.0,0,0,,house,house,1,400
148,163,160.0,395000.0,,2.0,3.0,hyper equipped,no,,1700,190.0,1,13,,house,town,1,120
150,165,130.0,319000.0,just renovated,4.0,3.0,installed,no,1.0,4520,687.0,1,40,,house,house,1,330
151,166,151.0,205000.0,,,3.0,not installed,no,1.0,6200,625.0,0,0,,house,house,0,0
152,167,215.0,790000.0,,2.0,5.0,installed,no,,1200,177.0,1,6,,house,house,1,100
154,169,163.0,258899.0,,2.0,3.0,,no,,8470,164.0,0,0,,house,house,0,0
155,170,264.0,775000.0,good,2.0,5.0,hyper equipped,no,,1000,98.0,1,20,,house,house,1,20
156,171,210.0,230000.0,to be done up,2.0,4.0,semi equipped,no,,9600,220.0,0,0,,house,mansion,0,0
157,172,126.0,267700.0,,,3.0,,no,,8460,331.0,0,0,,house,house,0,0
158,173,167.0,640000.0,good,2.0,4.0,installed,no,,1150,125.0,0,0,,house,house,1,20
159,174,150.0,299000.0,as new,,3.0,hyper equipped,no,,8650,308.0,0,0,,house,house,0,0
160,175,124.0,380000.0,good,2.0,3.0,installed,no,,3010,330.0,1,9,,house,house,1,200
161,176,161.0,295500.0,,4.0,4.0,installed,no,,5590,803.0,0,0,,house,villa,0,0
162,177,200.0,450000.0,as new,4.0,3.0,usa installed,no,,5377,1600.0,1,1,True,house,house,1,1
163,178,360.0,1150000.0,as new,4.0,6.0,usa hyper equipped,no,,1700,2767.0,0,0,,house,villa,1,2700
164,179,120.0,359000.0,good,2.0,3.0,,no,,4040,740.0,0,0,,house,mixed,1,300
165,180,122.0,240000.0,as new,3.0,3.0,,no,,5060,306.0,0,0,,house,house,0,0
168,183,116.0,280000.0,just renovated,2.0,2.0,installed,no,,2550,176.0,1,1,,house,house,1,116
169,184,298.0,885000.0,as new,3.0,4.0,installed,no,,1630,452.0,0,0,,house,villa,0,0
170,185,250.0,250000.0,,,1.0,,no,,7880,649.0,0,0,,house,apartment,0,0
171,186,174.0,259500.0,to renovate,,3.0,,no,,8210,539.0,0,0,,house,house,0,0
172,187,475.0,1775000.0,to be done up,4.0,7.0,installed,no,,1150,1195.0,1,76,,house,villa,1,1000
173,188,175.0,370435.0,,3.0,3.0,installed,,,8800,280.0,0,0,,house,villa,0,0
174,189,252.0,665000.0,,,6.0,,no,,9000,84.0,0,0,,house,house,0,0
177,193,203.0,385000.0,,3.0,3.0,,no,,4550,835.0,1,30,,house,house,0,0
179,196,235.0,199000.0,to be done up,3.0,5.0,installed,no,,4100,430.0,1,37,,house,house,1,190
180,197,121.0,120000.0,to be done up,3.0,3.0,installed,,,6600,176.0,0,0,,house,house,0,0
181,198,155.0,280000.0,good,4.0,3.0,installed,no,,4400,1238.0,1,36,,house,bungalow,1,943
182,199,125.0,80000.0,to be done up,2.0,2.0,installed,,,6182,320.0,0,0,,house,house,0,0
183,200,874.0,250000.0,to renovate,3.0,5.0,not installed,no,3.0,6717,1446.0,0,0,,house,house,0,0
184,203,310.0,985000.0,as new,4.0,5.0,usa installed,no,,1380,3111.0,1,530,True,house,house,0,0
185,204,152.0,395000.0,,2.0,3.0,not installed,,,1150,88.0,0,0,,house,house,0,0
186,205,150.0,230000.0,good,2.0,4.0,installed,no,,7080,331.0,1,25,,house,mixed,0,0
188,207,114.0,243000.0,,2.0,3.0,semi equipped,no,,3620,91.0,1,11,,house,house,1,32
189,209,168.0,395000.0,as new,4.0,3.0,usa installed,no,,4800,659.0,0,0,,house,villa,0,0
191,211,155.0,219000.0,good,3.0,3.0,installed,no,,8790,256.0,0,0,,house,house,1,86
192,212,213.0,425000.0,good,,4.0,installed,no,,1420,143.0,1,13,,house,house,0,0
193,213,166.0,375000.0,as new,3.0,4.0,installed,no,,8310,201.0,0,0,,house,house,0,0
194,214,155.0,260000.0,good,2.0,3.0,installed,no,,8480,218.0,0,0,,house,house,0,0
196,216,110.0,210000.0,good,2.0,2.0,hyper equipped,no,,4051,210.0,1,48,,house,house,1,16
197,217,260.0,749000.0,,,3.0,,,,8670,533.0,0,0,,house,villa,0,0
198,218,75.0,239500.0,as new,,2.0,hyper equipped,no,,8420,231.0,0,0,,house,house,0,0
199,219,149.0,383000.0,just renovated,2.0,3.0,installed,no,,2800,174.0,1,28,,house,house,1,72
200,220,442.0,750000.0,as new,3.0,5.0,hyper equipped,no,,1370,769.0,0,0,,house,exceptiona,0,0
201,221,188.0,350000.0,,,3.0,hyper equipped,no,,8820,386.0,0,0,,house,house,0,0
202,222,162.0,335000.0,to be done up,2.0,4.0,hyper equipped,no,,2018,50.0,0,0,,house,house,0,0
203,223,302.0,600000.0,just renovated,2.0,7.0,,no,,7000,100.0,1,10,,house,apartment,0,0
205,225,158.0,339000.0,,,3.0,,,,2380,326.0,0,0,,house,house,0,0
206,226,100.0,175000.0,,2.0,1.0,semi equipped,no,,6760,28.0,0,0,,house,house,0,0
207,227,180.0,295000.0,,4.0,4.0,,,,1430,1300.0,0,0,,house,villa,0,0
208,228,174.0,370435.0,,3.0,3.0,installed,,,8800,280.0,0,0,,house,villa,0,0
210,231,153.0,255000.0,good,,2.0,installed,no,,8908,404.0,0,0,,house,house,0,0
211,232,124.0,338202.0,as new,,3.0,,no,,3370,149.0,1,10,,house,house,0,0
212,233,132.0,224900.0,,3.0,3.0,not installed,no,,7951,474.0,0,0,,house,house,0,0
213,234,595.0,299000.0,to be done up,3.0,5.0,semi equipped,no,,7370,1300.0,0,0,,house,house,1,1000
214,235,118.0,340000.0,,2.0,3.0,not installed,no,,3080,145.0,0,0,,house,house,0,0
215,236,350.0,1875000.0,as new,3.0,8.0,hyper equipped,,,8300,270.0,0,0,,house,villa,0,0
216,237,211.0,645000.0,to be done up,4.0,4.0,,no,,1440,2409.0,0,0,,house,villa,0,0
218,239,140.0,297000.0,,3.0,3.0,installed,no,,2450,227.0,1,15,,house,house,0,0
219,240,152.0,375000.0,just renovated,4.0,4.0,installed,no,,1495,416.0,0,0,,house,house,0,0
220,241,140.0,320000.0,as new,3.0,3.0,,,,3211,462.0,0,0,,house,house,0,0
221,242,189.0,559000.0,as new,3.0,4.0,hyper equipped,,,3012,352.0,0,0,,house,villa,0,0
222,243,110.0,165000.0,to be done up,4.0,3.0,installed,no,,6061,328.0,0,0,,house,house,0,0
223,244,101.0,483000.0,,2.0,2.0,,no,,9000,82.0,0,0,,house,house,1,32
224,246,259.0,329900.0,as new,,5.0,,,,8380,301.0,0,0,,house,house,0,0
226,248,118.0,255000.0,as new,,4.0,hyper equipped,no,,8972,188.0,1,21,,house,house,1,92
227,249,135.0,268000.0,just renovated,2.0,3.0,hyper equipped,no,,1480,202.0,1,20,,house,house,1,107
228,250,124.0,488000.0,good,4.0,2.0,installed,no,,1410,708.0,1,1,,house,country,1,500
229,251,148.0,214000.0,good,2.0,3.0,installed,no,,2870,120.0,0,0,,house,house,0,0
230,252,260.0,825000.0,good,4.0,3.0,installed,no,,1380,1966.0,1,15,,house,house,1,1500
231,253,420.0,1290000.0,as new,2.0,7.0,,,1.0,1180,300.0,1,10,,house,house,1,140
236,258,391.0,310000.0,good,2.0,5.0,installed,no,,7340,837.0,0,0,,house,house,0,0
237,259,178.0,365000.0,good,,4.0,installed,no,,1420,155.0,0,0,,house,house,0,0
239,261,88.0,270000.0,,,1.0,,no,,9000,106.0,1,18,,house,house,0,0
240,262,181.0,390000.0,,2.0,3.0,,no,,8710,394.0,0,0,,house,villa,0,0
241,263,172.0,175000.0,to renovate,4.0,3.0,not installed,,,6800,1254.0,0,0,,house,house,1,1000
242,264,162.0,387500.0,as new,3.0,3.0,hyper equipped,,,2870,470.0,0,0,,house,house,0,0
243,266,175.0,373750.0,as new,3.0,3.0,,no,,9660,525.0,0,0,,house,house,0,0
244,268,170.0,295000.0,as new,2.0,3.0,hyper equipped,,,7760,447.0,0,0,,house,house,0,0
245,269,205.0,795000.0,just renovated,2.0,4.0,,no,,3000,147.0,1,18,,house,mixed,1,61
246,270,540.0,1450000.0,as new,2.0,4.0,hyper equipped,no,,8000,205.0,1,35,,house,mansion,0,0
247,271,142.0,394000.0,,,3.0,hyper equipped,no,,9200,185.0,0,0,,house,house,1,118
248,272,138.0,262000.0,,,4.0,,,,8830,227.0,0,0,,house,house,0,0
249,274,450.0,2750000.0,as new,4.0,7.0,hyper equipped,,,1180,2600.0,0,0,,house,villa,0,0
250,276,132.0,589000.0,,2.0,3.0,,no,,9000,94.0,0,0,,house,house,1,28
251,277,191.0,2999000.0,as new,3.0,5.0,,no,,8300,290.0,0,0,,house,villa,0,0
252,278,103.0,215000.0,good,,2.0,installed,no,,1430,234.0,0,0,,house,house,0,0
253,279,1100.0,4950000.0,as new,4.0,7.0,hyper equipped,,,1190,48905.0,1,100,True,house,exceptiona,0,0
254,280,336.0,899000.0,as new,4.0,3.0,usa hyper equipped,no,1.0,1851,2151.0,1,60,True,house,villa,1,1950
255,281,75.0,189000.0,good,2.0,2.0,semi equipped,no,,9000,41.0,0,0,,house,house,0,0
256,282,167.0,321000.0,,,4.0,,,,8490,284.0,0,0,,house,house,0,0
257,283,420.0,449000.0,,,6.0,,no,,8730,563.0,0,0,,house,house,0,0
258,284,158.0,319000.0,,3.0,3.0,,no,,1360,304.0,0,0,,house,house,0,0
260,286,166.0,450000.0,good,4.0,4.0,installed,no,1.0,3400,1215.0,0,0,,house,villa,0,0
263,289,245.0,427000.0,as new,4.0,6.0,hyper equipped,no,,2230,838.0,0,0,,house,house,0,0
264,291,170.0,430000.0,,4.0,3.0,,no,,8020,431.0,0,0,,house,house,0,0
266,296,232.0,650000.0,to renovate,2.0,6.0,installed,no,,1040,95.0,1,25,,house,house,0,0
268,298,185.0,270000.0,to renovate,,3.0,installed,no,,8460,240.0,1,20,,house,house,1,150
270,300,500.0,275000.0,,4.0,2.0,semi equipped,no,,6590,2573.0,0,0,,house,house,1,1900
272,303,152.0,331000.0,,3.0,3.0,,,,9400,312.0,0,0,,house,house,0,0
275,307,180.0,398000.0,as new,,3.0,hyper equipped,no,,2850,120.0,0,0,,house,house,0,0
276,308,307.0,695000.0,as new,4.0,4.0,hyper equipped,,,3212,1832.0,0,0,,house,villa,0,0
277,310,341.0,695000.0,to be done up,2.0,3.0,usa hyper equipped,no,,1160,189.0,1,27,,house,mixed,0,0
278,311,149.0,270000.0,good,,5.0,semi equipped,no,,4031,60.0,0,0,,house,house,0,0
279,312,196.0,609000.0,as new,4.0,3.0,installed,no,,2550,510.0,0,0,,house,villa,1,400
280,313,182.0,330000.0,to renovate,4.0,3.0,,no,,3472,2900.0,0,0,,house,house,0,0
282,315,202.0,149900.0,,2.0,3.0,installed,no,,8650,152.0,0,0,,house,house,0,0
283,316,115.0,149500.0,good,2.0,3.0,hyper equipped,no,,4400,75.0,0,0,,house,house,1,23
284,319,301.0,795000.0,good,3.0,5.0,installed,,,1040,180.0,1,5,,house,house,0,0
285,320,256.0,365000.0,to be done up,,3.0,installed,,,9570,1546.0,0,0,,house,house,0,0
286,321,152.0,135000.0,to renovate,2.0,3.0,,,,2300,166.0,0,0,,house,house,0,0
287,322,180.0,220000.0,good,4.0,3.0,,no,,8500,213.0,0,0,,house,house,0,0
289,325,142.0,635000.0,good,2.0,4.0,hyper equipped,no,,1160,100.0,1,10,,house,house,1,35
290,326,335.0,460000.0,good,4.0,4.0,installed,no,,4500,5380.0,1,40,,house,villa,1,5000
291,327,120.0,254000.0,,,3.0,installed,no,,9320,1860.0,0,0,,house,house,0,0
292,328,225.0,430000.0,to renovate,4.0,5.0,installed,no,1.0,1570,1836.0,0,0,,house,villa,0,0
293,329,158.0,265000.0,good,3.0,3.0,,no,,8755,408.0,0,0,,house,house,0,0
294,330,220.0,150000.0,good,2.0,4.0,installed,no,,5070,1.0,0,0,,house,house,0,0
295,331,750.0,4500000.0,as new,2.0,5.0,installed,no,,1050,500.0,1,20,,house,house,1,150
296,332,80.0,230000.0,as new,,3.0,hyper equipped,no,,8434,205.0,0,0,,house,house,0,0
297,333,213.0,725000.0,good,4.0,3.0,installed,no,,9790,1887.0,0,0,,house,villa,0,0
299,335,145.0,320000.0,,2.0,3.0,,,,9960,227.0,0,0,,house,house,0,0
300,336,253.0,640000.0,to renovate,,5.0,,,,8000,140.0,1,35,,house,house,0,0
301,337,350.0,569000.0,,4.0,3.0,semi equipped,no,,9200,2952.0,1,32,,house,house,1,1500
302,338,204.0,265000.0,good,,3.0,,no,,8820,139.0,0,0,,house,house,0,0
303,339,103.0,250000.0,,2.0,3.0,,no,,9600,393.0,1,20,,house,house,0,0
304,340,150.0,330000.0,just renovated,2.0,5.0,installed,no,,5000,170.0,0,0,,house,house,0,0
305,341,130.0,263863.0,,2.0,3.0,,,,8430,222.0,0,0,,house,house,0,0
306,342,140.0,289000.0,good,4.0,3.0,installed,no,,8980,375.0,0,0,,house,house,0,0
307,343,400.0,439000.0,to be done up,4.0,5.0,semi equipped,no,,4610,1700.0,0,0,True,house,mansion,1,1700
308,344,120.0,425000.0,good,3.0,4.0,installed,no,,8020,277.0,1,25,,house,house,1,170
309,345,300.0,659000.0,as new,3.0,5.0,hyper equipped,no,1.0,4000,300.0,1,40,True,house,mansion,1,80
311,349,179.0,195000.0,to renovate,,3.0,,,,8540,887.0,0,0,,house,house,0,0
312,350,186.0,399000.0,,,4.0,,,,8310,284.0,1,30,,house,house,1,162
313,351,376.0,675000.0,good,,5.0,,no,1.0,3110,1761.0,1,25,True,house,mixed,1,1000
314,353,215.0,398000.0,,4.0,5.0,installed,no,,6760,870.0,0,0,,house,house,1,600
315,354,110.0,170000.0,to renovate,2.0,3.0,semi equipped,,,9470,64.0,0,0,,house,house,0,0
317,356,176.0,389500.0,good,4.0,2.0,installed,no,,2860,342.0,0,0,,house,house,0,0
318,357,174.0,286900.0,as new,2.0,3.0,not installed,no,,4840,198.0,0,0,,house,house,0,0
320,359,191.0,314990.0,good,3.0,3.0,usa hyper equipped,no,,3620,688.0,1,250,,house,house,1,270
322,362,180.0,379000.0,to renovate,4.0,5.0,semi equipped,no,,9860,1976.0,0,0,,house,house,0,0
324,365,178.0,745000.0,just renovated,,3.0,usa hyper equipped,no,,8300,431.0,0,0,,house,house,0,0
326,367,237.0,365000.0,to renovate,3.0,4.0,installed,no,,9000,160.0,0,0,,house,house,1,50
327,368,90.0,285000.0,,2.0,2.0,hyper equipped,no,,8400,151.0,1,20,,house,house,1,42
330,371,240.0,389000.0,good,4.0,5.0,installed,no,,1470,818.0,1,20,,house,villa,0,0
331,372,215.0,975000.0,as new,4.0,4.0,usa hyper equipped,,,1325,1190.0,1,100,,house,villa,1,1190
332,375,180.0,469000.0,to renovate,2.0,3.0,semi equipped,no,,1040,115.0,1,45,,house,house,0,0
333,376,259.0,750000.0,to be done up,2.0,4.0,,no,,1030,169.0,0,0,,house,house,1,76
334,377,175.0,427120.0,,4.0,4.0,,no,,3390,1240.0,0,0,,house,house,0,0
335,378,120.0,169113.0,as new,3.0,3.0,usa hyper equipped,no,,4540,422.0,0,0,,house,house,1,422
338,382,241.0,479000.0,good,4.0,5.0,installed,no,,4020,1400.0,1,30,,house,house,1,935
339,383,600.0,2550000.0,as new,4.0,6.0,usa hyper equipped,no,,1950,2500.0,1,85,True,house,exceptiona,1,1650
340,385,171.0,319000.0,,3.0,3.0,hyper equipped,,,2845,220.0,0,0,,house,house,0,0
341,386,243.0,194900.0,,4.0,3.0,,no,,6044,414.0,1,15,,house,house,1,329
345,390,111.0,130000.0,to be done up,3.0,2.0,semi equipped,no,,4680,268.0,1,20,,house,house,1,170
346,391,205.0,320000.0,,,5.0,,no,,9000,59.0,0,0,,house,house,0,0
